Date,Day,Time,Junction_N,Speed_N,Northbound_from,Northbound_to,Information_N,Junction_S,Speed_S,Southbound_from,Southbound_to,Information_S
15-02-2023,Wednesday,19:00:00,J22-J23,70,Coalville/Leicester,Loughborough,,J23-J22,70,Loughborough,Coalville/Leicester,
15-02-2023,Wednesday,19:00:00,J21A-J22,70,Leicester,Coalville/Leicester,,J22-J21A,69,Coalville/Leicester,Leicester,
15-02-2023,Wednesday,19:00:00,J21-J21A,66,Leicester,Leicester,,J21A-J21,65,Leicester,Leicester,
15-02-2023,Wednesday,19:00:00,J20-J21,70,Lutterworth/Rugby,Leicester,,J21-J20,68,Leicester,Lutterworth/Rugby,
15-02-2023,Wednesday,19:00:00,J19-J20,67,Birmingham,Lutterworth/Rugby,,J20-J19,70,Lutterworth/Rugby,Birmingham,
15-02-2023,Wednesday,19:00:00,J18-J19,67,Rugby,Birmingham,,J19-J18,65,Birmingham,Rugby,
15-02-2023,Wednesday,19:00:00,J17-J18,70,Coventry,Rugby,,J18-J17,65,Rugby,Coventry,
15-02-2023,Wednesday,19:00:00,J16-J17,70,Northampton,Coventry,Unconfirmed Roadwork,J17-J16,67,Coventry,Northampton,
15-02-2023,Wednesday,19:00:00,J15A-J16,59,Northampton,Northampton,Unconfirmed Roadwork,J16-J15A,60,Northampton,Northampton,
15-02-2023,Wednesday,19:00:00,J15-J15A,60,Northampton,Northampton,,J15A-J15,59,Northampton,Northampton,Unconfirmed Roadwork
15-02-2023,Wednesday,19:00:00,J14-J15,59,MiltonKeynes,Northampton,Unconfirmed Roadwork,J15-J14,62,Northampton,MiltonKeynes,Unconfirmed Roadwork
15-02-2023,Wednesday,19:00:00,J13-J14,62,MiltonKeynes,MiltonKeynes,,J14-J13,64,MiltonKeynes,MiltonKeynes,
15-02-2023,Wednesday,19:00:00,J12-J13,57,Flitwick,MiltonKeynes,Unconfirmed Roadwork,J13-J12,61,MiltonKeynes,Flitwick,Unconfirmed Roadwork
15-02-2023,Wednesday,19:00:00,J11A-J12,63,Dunstable,Flitwick,,J12-J11A,57,Flitwick,Dunstable,
15-02-2023,Wednesday,19:00:00,J11-J11A,58,Luton,Dunstable,,J11A-J11,56,Dunstable,Luton,
15-02-2023,Wednesday,19:00:00,J10-J11,57,LutonAirport,Luton,,J11-J10,55,Luton,LutonAirport,
15-02-2023,Wednesday,19:00:00,J9-J10,59,Dunstable,LutonAirport,,J10-J9,60,LutonAirport,Dunstable,
15-02-2023,Wednesday,19:00:00,J8-J9,61,HemelHempstead,Dunstable,,J9-J8,63,Dunstable,HemelHempstead,
15-02-2023,Wednesday,19:00:00,J7-J8,55,LimitedAccess,HemelHempstead,,J8-J7,66,HemelHempstead,LimitedAccess,
15-02-2023,Wednesday,19:00:00,J6A-J7,61,LimitedAccess,LimitedAccess,,J7-J6A,63,LimitedAccess,LimitedAccess,
15-02-2023,Wednesday,19:00:00,J6-J6A,63,StAlbans,LimitedAccess,,J6A-J6,70,LimitedAccess,StAlbans,
15-02-2023,Wednesday,19:00:00,J5-J6,67,Watford,StAlbans,,J6-J5,70,StAlbans,Watford,
15-02-2023,Wednesday,19:00:00,J4-J5,67,LimitedAccess,Watford,Unconfirmed Roadwork,J5-J4,66,Watford,LimitedAccess,
15-02-2023,Wednesday,19:00:00,J2-J4,67,LimitedAccess,LimitedAccess,,J4-J2,66,LimitedAccess,LimitedAccess,
15-02-2023,Wednesday,19:00:00,J1-J2,67,BrentCross,LimitedAccess,,J2-J1,54,LimitedAccess,BrentCross,
16-02-2023,Thursday,10:00:00,J47-J48,70,Garforth/A1(M)Interchange,A1(M)Interchange,,J48-J47,70,A1(M)Interchange,Garforth/A1(M)Interchange,
16-02-2023,Thursday,10:00:00,J46-J47,66,Leeds,Garforth/A1(M)Interchange,,J47-J46,70,Garforth/A1(M)Interchange,Leeds,
16-02-2023,Thursday,10:00:00,J45-J46,64,LimitedAccess,Leeds,Unconfirmed Roadwork,J46-J45,67,Leeds,LimitedAccess,
16-02-2023,Thursday,10:00:00,J43|44-J45,60,Leeds,LimitedAccess,,J45-J43|44,64,LimitedAccess,Leeds,
16-02-2023,Thursday,10:00:00,J42-J43|44,55,Manchester/Hull,Leeds,Unconfirmed Roadwork,J43|44-J42,55,Leeds,Manchester/Hull,
16-02-2023,Thursday,10:00:00,J41-J42,51,Wakefield,Manchester/Hull,Unconfirmed Roadwork,J42-J41,67,Manchester/Hull,Wakefield,
16-02-2023,Thursday,10:00:00,J40-J41,67,Dewsbury/Wakefield,Wakefield,Unconfirmed Roadwork,J41-J40,64,Wakefield,Dewsbury/Wakefield,
16-02-2023,Thursday,10:00:00,J39-J40,66,Wakefield,Dewsbury/Wakefield,,J40-J39,66,Dewsbury/Wakefield,Wakefield,
16-02-2023,Thursday,10:00:00,J38-J39,67,Huddersfield,Wakefield,,J39-J38,67,Wakefield,Huddersfield,
16-02-2023,Thursday,10:00:00,J37-J38,68,Barnsley,Huddersfield,,J38-J37,69,Huddersfield,Barnsley,
16-02-2023,Thursday,10:00:00,J36-J37,70,Barnsley,Barnsley,,J37-J36,67,Barnsley,Barnsley,
16-02-2023,Thursday,10:00:00,J35A-J36,70,Chapeltown,Barnsley,,J36-J35A,70,Barnsley,Chapeltown,
16-02-2023,Thursday,10:00:00,J35-J35A,70,Sheffield/Rotherham,Chapeltown,,J35A-J35,69,Chapeltown,Sheffield/Rotherham,
16-02-2023,Thursday,10:00:00,J34-J35,66,Sheffield/Rotherham,Sheffield/Rotherham,,J35-J34,62,Sheffield/Rotherham,Sheffield/Rotherham,
16-02-2023,Thursday,10:00:00,J33-J34,62,SheffieldAirport/Rotherham,Sheffield/Rotherham,,J34-J33,58,Sheffield/Rotherham,SheffieldAirport/Rotherham,
16-02-2023,Thursday,10:00:00,J32-J33,61,Doncaster,SheffieldAirport/Rotherham,,J33-J32,65,SheffieldAirport/Rotherham,Doncaster,
16-02-2023,Thursday,10:00:00,J31-J32,69,Sheffield,Doncaster,,J32-J31,66,Doncaster,Sheffield,
16-02-2023,Thursday,10:00:00,J30-J31,66,Sheffield,Sheffield,,J31-J30,66,Sheffield,Sheffield,
16-02-2023,Thursday,10:00:00,J29A-J30,67,Chesterfield(E)/Bolsover,Sheffield,,J30-J29A,66,Sheffield,Chesterfield(E)/Bolsover,
16-02-2023,Thursday,10:00:00,J29-J29A,68,Chesterfield/Mansfield,Chesterfield(E)/Bolsover,,J29A-J29,62,Chesterfield(E)/Bolsover,Chesterfield/Mansfield,
16-02-2023,Thursday,10:00:00,J28-J29,66,Mansfield,Chesterfield/Mansfield,,J29-J28,58,Chesterfield/Mansfield,Mansfield,
16-02-2023,Thursday,10:00:00,J27-J28,52,Mansfield,Mansfield,,J28-J27,64,Mansfield,Mansfield,
16-02-2023,Thursday,10:00:00,J26-J27,66,Nottingham,Mansfield,,J27-J26,66,Mansfield,Nottingham,
16-02-2023,Thursday,10:00:00,J25-J26,67,Nottingham/Derby,Nottingham,,J26-J25,66,Nottingham,Nottingham/Derby,
16-02-2023,Thursday,10:00:00,J24A-J25,64,Derby,Nottingham/Derby,,J25-J24A,68,Nottingham/Derby,Derby,
16-02-2023,Thursday,10:00:00,J24-J24A,67,Derby,Derby,,J24A-J24,68,Derby,Derby,
16-02-2023,Thursday,10:00:00,J23A-J24,53,Nottingham/EastMidsAirport,Derby,,J24-J23A,65,Derby,Nottingham/EastMidsAirport,
16-02-2023,Thursday,10:00:00,J23-J23A,65,Loughborough,Nottingham/EastMidsAirport,,J23A-J23,63,Nottingham/EastMidsAirport,Loughborough,
16-02-2023,Thursday,10:00:00,J22-J23,70,Coalville/Leicester,Loughborough,,J23-J22,64,Loughborough,Coalville/Leicester,
16-02-2023,Thursday,10:00:00,J21A-J22,64,Leicester,Coalville/Leicester,,J22-J21A,55,Coalville/Leicester,Leicester,
16-02-2023,Thursday,10:00:00,J21-J21A,62,Leicester,Leicester,,J21A-J21,45,Leicester,Leicester,
16-02-2023,Thursday,10:00:00,J20-J21,64,Lutterworth/Rugby,Leicester,,J21-J20,64,Leicester,Lutterworth/Rugby,
16-02-2023,Thursday,10:00:00,J19-J20,68,Birmingham,Lutterworth/Rugby,,J20-J19,66,Lutterworth/Rugby,Birmingham,
16-02-2023,Thursday,10:00:00,J18-J19,64,Rugby,Birmingham,,J19-J18,64,Birmingham,Rugby,
16-02-2023,Thursday,10:00:00,J17-J18,66,Coventry,Rugby,,J18-J17,61,Rugby,Coventry,
16-02-2023,Thursday,10:00:00,J16-J17,65,Northampton,Coventry,Unconfirmed Roadwork,J17-J16,64,Coventry,Northampton,
16-02-2023,Thursday,10:00:00,J15A-J16,58,Northampton,Northampton,Unconfirmed Roadwork,J16-J15A,58,Northampton,Northampton,
16-02-2023,Thursday,10:00:00,J15-J15A,58,Northampton,Northampton,Unconfirmed Roadwork,J15A-J15,52,Northampton,Northampton,
16-02-2023,Thursday,10:00:00,J14-J15,65,MiltonKeynes,Northampton,Unconfirmed Roadwork,J15-J14,63,Northampton,MiltonKeynes,
16-02-2023,Thursday,10:00:00,J13-J14,62,MiltonKeynes,MiltonKeynes,Unconfirmed Roadwork,J14-J13,61,MiltonKeynes,MiltonKeynes,
16-02-2023,Thursday,10:00:00,J12-J13,58,Flitwick,MiltonKeynes,Unconfirmed Roadwork,J13-J12,59,MiltonKeynes,Flitwick,Unconfirmed Roadwork
16-02-2023,Thursday,10:00:00,J11A-J12,61,Dunstable,Flitwick,,J12-J11A,62,Flitwick,Dunstable,
16-02-2023,Thursday,10:00:00,J11-J11A,61,Luton,Dunstable,,J11A-J11,57,Dunstable,Luton,
16-02-2023,Thursday,10:00:00,J10-J11,58,LutonAirport,Luton,,J11-J10,56,Luton,LutonAirport,
16-02-2023,Thursday,10:00:00,J9-J10,61,Dunstable,LutonAirport,,J10-J9,61,LutonAirport,Dunstable,
16-02-2023,Thursday,10:00:00,J8-J9,61,HemelHempstead,Dunstable,,J9-J8,58,Dunstable,HemelHempstead,
16-02-2023,Thursday,10:00:00,J7-J8,63,LimitedAccess,HemelHempstead,,J8-J7,57,HemelHempstead,LimitedAccess,
16-02-2023,Thursday,10:00:00,J6A-J7,59,LimitedAccess,LimitedAccess,,J7-J6A,57,LimitedAccess,LimitedAccess,
16-02-2023,Thursday,10:00:00,J6-J6A,66,StAlbans,LimitedAccess,,J6A-J6,67,LimitedAccess,StAlbans,
16-02-2023,Thursday,10:00:00,J5-J6,58,Watford,StAlbans,,J6-J5,64,StAlbans,Watford,
16-02-2023,Thursday,10:00:00,J4-J5,61,LimitedAccess,Watford,Unconfirmed Roadwork,J5-J4,65,Watford,LimitedAccess,
16-02-2023,Thursday,10:00:00,J2-J4,67,LimitedAccess,LimitedAccess,,J4-J2,70,LimitedAccess,LimitedAccess,
16-02-2023,Thursday,10:00:00,J1-J2,66,BrentCross,LimitedAccess,,J2-J1,56,LimitedAccess,BrentCross,
16-02-2023,Thursday,15:00:00,J47-J48,68,Garforth/A1(M)Interchange,A1(M)Interchange,,J48-J47,67,A1(M)Interchange,Garforth/A1(M)Interchange,
16-02-2023,Thursday,15:00:00,J46-J47,69,Leeds,Garforth/A1(M)Interchange,,J47-J46,66,Garforth/A1(M)Interchange,Leeds,
16-02-2023,Thursday,15:00:00,J45-J46,66,LimitedAccess,Leeds,Unconfirmed Roadwork,J46-J45,67,Leeds,LimitedAccess,
16-02-2023,Thursday,15:00:00,J43|44-J45,67,Leeds,LimitedAccess,,J45-J43|44,66,LimitedAccess,Leeds,
16-02-2023,Thursday,15:00:00,J42-J43|44,57,Manchester/Hull,Leeds,Unconfirmed Roadwork,J43|44-J42,49,Leeds,Manchester/Hull,
16-02-2023,Thursday,15:00:00,J41-J42,51,Wakefield,Manchester/Hull,Unconfirmed Roadwork,J42-J41,64,Manchester/Hull,Wakefield,
16-02-2023,Thursday,15:00:00,J40-J41,68,Dewsbury/Wakefield,Wakefield,Unconfirmed Roadwork,J41-J40,67,Wakefield,Dewsbury/Wakefield,
16-02-2023,Thursday,15:00:00,J39-J40,69,Wakefield,Dewsbury/Wakefield,,J40-J39,68,Dewsbury/Wakefield,Wakefield,
16-02-2023,Thursday,15:00:00,J38-J39,68,Huddersfield,Wakefield,,J39-J38,70,Wakefield,Huddersfield,
16-02-2023,Thursday,15:00:00,J37-J38,70,Barnsley,Huddersfield,,J38-J37,70,Huddersfield,Barnsley,
16-02-2023,Thursday,15:00:00,J36-J37,69,Barnsley,Barnsley,,J37-J36,69,Barnsley,Barnsley,
16-02-2023,Thursday,15:00:00,J35A-J36,46,Chapeltown,Barnsley,,J36-J35A,69,Barnsley,Chapeltown,
16-02-2023,Thursday,15:00:00,J35-J35A,49,Sheffield/Rotherham,Chapeltown,,J35A-J35,66,Chapeltown,Sheffield/Rotherham,
16-02-2023,Thursday,15:00:00,J34-J35,61,Sheffield/Rotherham,Sheffield/Rotherham,,J35-J34,61,Sheffield/Rotherham,Sheffield/Rotherham,
16-02-2023,Thursday,15:00:00,J33-J34,61,SheffieldAirport/Rotherham,Sheffield/Rotherham,,J34-J33,57,Sheffield/Rotherham,SheffieldAirport/Rotherham,
16-02-2023,Thursday,15:00:00,J32-J33,60,Doncaster,SheffieldAirport/Rotherham,,J33-J32,60,SheffieldAirport/Rotherham,Doncaster,
16-02-2023,Thursday,15:00:00,J31-J32,66,Sheffield,Doncaster,,J32-J31,62,Doncaster,Sheffield,
16-02-2023,Thursday,15:00:00,J30-J31,68,Sheffield,Sheffield,,J31-J30,67,Sheffield,Sheffield,
16-02-2023,Thursday,15:00:00,J29A-J30,66,Chesterfield(E)/Bolsover,Sheffield,,J30-J29A,65,Sheffield,Chesterfield(E)/Bolsover,
16-02-2023,Thursday,15:00:00,J29-J29A,64,Chesterfield/Mansfield,Chesterfield(E)/Bolsover,,J29A-J29,65,Chesterfield(E)/Bolsover,Chesterfield/Mansfield,
16-02-2023,Thursday,15:00:00,J28-J29,64,Mansfield,Chesterfield/Mansfield,,J29-J28,60,Chesterfield/Mansfield,Mansfield,
16-02-2023,Thursday,15:00:00,J27-J28,64,Mansfield,Mansfield,,J28-J27,63,Mansfield,Mansfield,
16-02-2023,Thursday,15:00:00,J26-J27,65,Nottingham,Mansfield,,J27-J26,62,Mansfield,Nottingham,
16-02-2023,Thursday,15:00:00,J25-J26,66,Nottingham/Derby,Nottingham,,J26-J25,67,Nottingham,Nottingham/Derby,
16-02-2023,Thursday,15:00:00,J24A-J25,65,Derby,Nottingham/Derby,,J25-J24A,66,Nottingham/Derby,Derby,
16-02-2023,Thursday,15:00:00,J24-J24A,63,Derby,Derby,,J24A-J24,65,Derby,Derby,
16-02-2023,Thursday,15:00:00,J23A-J24,63,Nottingham/EastMidsAirport,Derby,,J24-J23A,61,Derby,Nottingham/EastMidsAirport,
16-02-2023,Thursday,15:00:00,J23-J23A,62,Loughborough,Nottingham/EastMidsAirport,,J23A-J23,63,Nottingham/EastMidsAirport,Loughborough,
16-02-2023,Thursday,15:00:00,J22-J23,66,Coalville/Leicester,Loughborough,,J23-J22,66,Loughborough,Coalville/Leicester,
16-02-2023,Thursday,15:00:00,J21A-J22,64,Leicester,Coalville/Leicester,,J22-J21A,69,Coalville/Leicester,Leicester,
16-02-2023,Thursday,15:00:00,J21-J21A,51,Leicester,Leicester,,J21A-J21,62,Leicester,Leicester,
16-02-2023,Thursday,15:00:00,J20-J21,60,Lutterworth/Rugby,Leicester,,J21-J20,64,Leicester,Lutterworth/Rugby,
16-02-2023,Thursday,15:00:00,J19-J20,65,Birmingham,Lutterworth/Rugby,,J20-J19,63,Lutterworth/Rugby,Birmingham,
16-02-2023,Thursday,15:00:00,J18-J19,66,Rugby,Birmingham,,J19-J18,62,Birmingham,Rugby,
16-02-2023,Thursday,15:00:00,J17-J18,69,Coventry,Rugby,,J18-J17,62,Rugby,Coventry,
16-02-2023,Thursday,15:00:00,J16-J17,64,Northampton,Coventry,Unconfirmed Roadwork,J17-J16,61,Coventry,Northampton,
16-02-2023,Thursday,15:00:00,J15A-J16,60,Northampton,Northampton,Unconfirmed Roadwork,J16-J15A,57,Northampton,Northampton,
16-02-2023,Thursday,15:00:00,J15-J15A,60,Northampton,Northampton,Unconfirmed Roadwork,J15A-J15,58,Northampton,Northampton,
16-02-2023,Thursday,15:00:00,J14-J15,63,MiltonKeynes,Northampton,Unconfirmed Roadwork,J15-J14,61,Northampton,MiltonKeynes,
16-02-2023,Thursday,15:00:00,J13-J14,63,MiltonKeynes,MiltonKeynes,Unconfirmed Roadwork,J14-J13,62,MiltonKeynes,MiltonKeynes,
16-02-2023,Thursday,15:00:00,J12-J13,55,Flitwick,MiltonKeynes,Unconfirmed Roadwork,J13-J12,56,MiltonKeynes,Flitwick,Unconfirmed Roadwork
16-02-2023,Thursday,15:00:00,J11A-J12,59,Dunstable,Flitwick,,J12-J11A,56,Flitwick,Dunstable,
16-02-2023,Thursday,15:00:00,J11-J11A,56,Luton,Dunstable,,J11A-J11,56,Dunstable,Luton,
16-02-2023,Thursday,15:00:00,J10-J11,56,LutonAirport,Luton,,J11-J10,57,Luton,LutonAirport,
16-02-2023,Thursday,15:00:00,J9-J10,56,Dunstable,LutonAirport,,J10-J9,62,LutonAirport,Dunstable,
16-02-2023,Thursday,15:00:00,J8-J9,60,HemelHempstead,Dunstable,,J9-J8,58,Dunstable,HemelHempstead,
16-02-2023,Thursday,15:00:00,J7-J8,60,LimitedAccess,HemelHempstead,,J8-J7,53,HemelHempstead,LimitedAccess,
16-02-2023,Thursday,15:00:00,J6A-J7,58,LimitedAccess,LimitedAccess,,J7-J6A,52,LimitedAccess,LimitedAccess,
16-02-2023,Thursday,15:00:00,J6-J6A,60,StAlbans,LimitedAccess,,J6A-J6,70,LimitedAccess,StAlbans,
16-02-2023,Thursday,15:00:00,J5-J6,63,Watford,StAlbans,,J6-J5,70,StAlbans,Watford,
16-02-2023,Thursday,15:00:00,J4-J5,70,LimitedAccess,Watford,Unconfirmed Roadwork,J5-J4,64,Watford,LimitedAccess,
16-02-2023,Thursday,15:00:00,J2-J4,70,LimitedAccess,LimitedAccess,,J4-J2,64,LimitedAccess,LimitedAccess,
16-02-2023,Thursday,15:00:00,J1-J2,70,BrentCross,LimitedAccess,,J2-J1,55,LimitedAccess,BrentCross,
16-02-2023,Thursday,19:00:00,J47-J48,70,Garforth/A1(M)Interchange,A1(M)Interchange,,J48-J47,70,A1(M)Interchange,Garforth/A1(M)Interchange,
16-02-2023,Thursday,19:00:00,J46-J47,70,Leeds,Garforth/A1(M)Interchange,,J47-J46,70,Garforth/A1(M)Interchange,Leeds,
16-02-2023,Thursday,19:00:00,J45-J46,68,LimitedAccess,Leeds,Unconfirmed Roadwork,J46-J45,69,Leeds,LimitedAccess,
16-02-2023,Thursday,19:00:00,J43|44-J45,70,Leeds,LimitedAccess,,J45-J43|44,58,LimitedAccess,Leeds,
16-02-2023,Thursday,19:00:00,J42-J43|44,58,Manchester/Hull,Leeds,Unconfirmed Roadwork,J43|44-J42,40,Leeds,Manchester/Hull,
16-02-2023,Thursday,19:00:00,J41-J42,50,Wakefield,Manchester/Hull,Unconfirmed Roadwork,J42-J41,59,Manchester/Hull,Wakefield,
16-02-2023,Thursday,19:00:00,J40-J41,67,Dewsbury/Wakefield,Wakefield,Unconfirmed Roadwork,J41-J40,63,Wakefield,Dewsbury/Wakefield,
16-02-2023,Thursday,19:00:00,J39-J40,66,Wakefield,Dewsbury/Wakefield,,J40-J39,66,Dewsbury/Wakefield,Wakefield,
16-02-2023,Thursday,19:00:00,J38-J39,66,Huddersfield,Wakefield,,J39-J38,65,Wakefield,Huddersfield,
16-02-2023,Thursday,19:00:00,J37-J38,65,Barnsley,Huddersfield,,J38-J37,66,Huddersfield,Barnsley,
16-02-2023,Thursday,19:00:00,J36-J37,70,Barnsley,Barnsley,,J37-J36,67,Barnsley,Barnsley,
16-02-2023,Thursday,19:00:00,J35A-J36,70,Chapeltown,Barnsley,,J36-J35A,65,Barnsley,Chapeltown,
16-02-2023,Thursday,19:00:00,J35-J35A,64,Sheffield/Rotherham,Chapeltown,,J35A-J35,65,Chapeltown,Sheffield/Rotherham,
16-02-2023,Thursday,19:00:00,J34-J35,65,Sheffield/Rotherham,Sheffield/Rotherham,,J35-J34,61,Sheffield/Rotherham,Sheffield/Rotherham,
16-02-2023,Thursday,19:00:00,J33-J34,59,SheffieldAirport/Rotherham,Sheffield/Rotherham,,J34-J33,58,Sheffield/Rotherham,SheffieldAirport/Rotherham,
16-02-2023,Thursday,19:00:00,J32-J33,60,Doncaster,SheffieldAirport/Rotherham,,J33-J32,67,SheffieldAirport/Rotherham,Doncaster,
16-02-2023,Thursday,19:00:00,J31-J32,65,Sheffield,Doncaster,,J32-J31,63,Doncaster,Sheffield,
16-02-2023,Thursday,19:00:00,J30-J31,67,Sheffield,Sheffield,,J31-J30,64,Sheffield,Sheffield,
16-02-2023,Thursday,19:00:00,J29A-J30,65,Chesterfield(E)/Bolsover,Sheffield,,J30-J29A,64,Sheffield,Chesterfield(E)/Bolsover,
16-02-2023,Thursday,19:00:00,J29-J29A,68,Chesterfield/Mansfield,Chesterfield(E)/Bolsover,,J29A-J29,67,Chesterfield(E)/Bolsover,Chesterfield/Mansfield,
16-02-2023,Thursday,19:00:00,J28-J29,66,Mansfield,Chesterfield/Mansfield,,J29-J28,67,Chesterfield/Mansfield,Mansfield,
16-02-2023,Thursday,19:00:00,J27-J28,66,Mansfield,Mansfield,,J28-J27,70,Mansfield,Mansfield,
16-02-2023,Thursday,19:00:00,J26-J27,68,Nottingham,Mansfield,,J27-J26,67,Mansfield,Nottingham,
16-02-2023,Thursday,19:00:00,J25-J26,64,Nottingham/Derby,Nottingham,,J26-J25,66,Nottingham,Nottingham/Derby,
16-02-2023,Thursday,19:00:00,J24A-J25,65,Derby,Nottingham/Derby,,J25-J24A,66,Nottingham/Derby,Derby,
16-02-2023,Thursday,19:00:00,J24-J24A,67,Derby,Derby,,J24A-J24,68,Derby,Derby,
16-02-2023,Thursday,19:00:00,J23A-J24,67,Nottingham/EastMidsAirport,Derby,,J24-J23A,66,Derby,Nottingham/EastMidsAirport,
16-02-2023,Thursday,19:00:00,J23-J23A,66,Loughborough,Nottingham/EastMidsAirport,,J23A-J23,66,Nottingham/EastMidsAirport,Loughborough,
16-02-2023,Thursday,19:00:00,J22-J23,66,Coalville/Leicester,Loughborough,,J23-J22,62,Loughborough,Coalville/Leicester,
16-02-2023,Thursday,19:00:00,J21A-J22,65,Leicester,Coalville/Leicester,,J22-J21A,63,Coalville/Leicester,Leicester,
16-02-2023,Thursday,19:00:00,J21-J21A,55,Leicester,Leicester,,J21A-J21,57,Leicester,Leicester,
16-02-2023,Thursday,19:00:00,J20-J21,65,Lutterworth/Rugby,Leicester,,J21-J20,66,Leicester,Lutterworth/Rugby,
16-02-2023,Thursday,19:00:00,J19-J20,63,Birmingham,Lutterworth/Rugby,,J20-J19,63,Lutterworth/Rugby,Birmingham,
16-02-2023,Thursday,19:00:00,J18-J19,65,Rugby,Birmingham,,J19-J18,65,Birmingham,Rugby,
16-02-2023,Thursday,19:00:00,J17-J18,67,Coventry,Rugby,,J18-J17,63,Rugby,Coventry,
16-02-2023,Thursday,19:00:00,J16-J17,66,Northampton,Coventry,,J17-J16,62,Coventry,Northampton,
16-02-2023,Thursday,19:00:00,J15A-J16,58,Northampton,Northampton,,J16-J15A,57,Northampton,Northampton,
16-02-2023,Thursday,19:00:00,J15-J15A,58,Northampton,Northampton,,J15A-J15,57,Northampton,Northampton,
16-02-2023,Thursday,19:00:00,J14-J15,62,MiltonKeynes,Northampton,,J15-J14,63,Northampton,MiltonKeynes,
16-02-2023,Thursday,19:00:00,J13-J14,62,MiltonKeynes,MiltonKeynes,Unconfirmed Roadwork,J14-J13,53,MiltonKeynes,MiltonKeynes,
16-02-2023,Thursday,19:00:00,J12-J13,39,Flitwick,MiltonKeynes,,J13-J12,47,MiltonKeynes,Flitwick,Unconfirmed Roadwork
16-02-2023,Thursday,19:00:00,J11A-J12,57,Dunstable,Flitwick,,J12-J11A,56,Flitwick,Dunstable,
16-02-2023,Thursday,19:00:00,J11-J11A,56,Luton,Dunstable,,J11A-J11,56,Dunstable,Luton,
16-02-2023,Thursday,19:00:00,J10-J11,54,LutonAirport,Luton,,J11-J10,55,Luton,LutonAirport,
16-02-2023,Thursday,19:00:00,J9-J10,54,Dunstable,LutonAirport,,J10-J9,60,LutonAirport,Dunstable,
16-02-2023,Thursday,19:00:00,J8-J9,39,HemelHempstead,Dunstable,,J9-J8,58,Dunstable,HemelHempstead,
16-02-2023,Thursday,19:00:00,J7-J8,47,LimitedAccess,HemelHempstead,,J8-J7,53,HemelHempstead,LimitedAccess,
16-02-2023,Thursday,19:00:00,J6A-J7,32,LimitedAccess,LimitedAccess,,J7-J6A,62,LimitedAccess,LimitedAccess,
16-02-2023,Thursday,19:00:00,J6-J6A,17,StAlbans,LimitedAccess,,J6A-J6,67,LimitedAccess,StAlbans,
16-02-2023,Thursday,19:00:00,J5-J6,55,Watford,StAlbans,Unconfirmed Roadwork,J6-J5,63,StAlbans,Watford,
16-02-2023,Thursday,19:00:00,J4-J5,62,LimitedAccess,Watford,Unconfirmed Roadwork,J5-J4,60,Watford,LimitedAccess,
16-02-2023,Thursday,19:00:00,J2-J4,64,LimitedAccess,LimitedAccess,,J4-J2,65,LimitedAccess,LimitedAccess,
16-02-2023,Thursday,19:00:00,J1-J2,68,BrentCross,LimitedAccess,,J2-J1,53,LimitedAccess,BrentCross,
17-02-2023,Friday,10:00:00,J47-J48,60,Garforth/A1(M)Interchange,A1(M)Interchange,,J48-J47,70,A1(M)Interchange,Garforth/A1(M)Interchange,
17-02-2023,Friday,10:00:00,J46-J47,58,Leeds,Garforth/A1(M)Interchange,,J47-J46,68,Garforth/A1(M)Interchange,Leeds,
17-02-2023,Friday,10:00:00,J45-J46,53,LimitedAccess,Leeds,Unconfirmed Roadwork,J46-J45,63,Leeds,LimitedAccess,
17-02-2023,Friday,10:00:00,J43|44-J45,57,Leeds,LimitedAccess,,J45-J43|44,57,LimitedAccess,Leeds,
17-02-2023,Friday,10:00:00,J42-J43|44,56,Manchester/Hull,Leeds,Unconfirmed Roadwork,J43|44-J42,47,Leeds,Manchester/Hull,Unconfirmed Roadwork
17-02-2023,Friday,10:00:00,J41-J42,53,Wakefield,Manchester/Hull,Unconfirmed Roadwork,J42-J41,56,Manchester/Hull,Wakefield,Unconfirmed Roadwork
17-02-2023,Friday,10:00:00,J40-J41,60,Dewsbury/Wakefield,Wakefield,Unconfirmed Roadwork,J41-J40,62,Wakefield,Dewsbury/Wakefield,Unconfirmed Roadwork
17-02-2023,Friday,10:00:00,J39-J40,67,Wakefield,Dewsbury/Wakefield,,J40-J39,61,Dewsbury/Wakefield,Wakefield,
17-02-2023,Friday,10:00:00,J38-J39,70,Huddersfield,Wakefield,,J39-J38,59,Wakefield,Huddersfield,
17-02-2023,Friday,10:00:00,J37-J38,62,Barnsley,Huddersfield,,J38-J37,65,Huddersfield,Barnsley,
17-02-2023,Friday,10:00:00,J36-J37,60,Barnsley,Barnsley,,J37-J36,63,Barnsley,Barnsley,
17-02-2023,Friday,10:00:00,J35A-J36,69,Chapeltown,Barnsley,,J36-J35A,66,Barnsley,Chapeltown,Unconfirmed Roadwork
17-02-2023,Friday,10:00:00,J35-J35A,66,Sheffield/Rotherham,Chapeltown,,J35A-J35,65,Chapeltown,Sheffield/Rotherham,Unconfirmed Roadwork
17-02-2023,Friday,10:00:00,J34-J35,59,Sheffield/Rotherham,Sheffield/Rotherham,Unconfirmed Roadwork,J35-J34,50,Sheffield/Rotherham,Sheffield/Rotherham,
